,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
422,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,M Square Coffee Co,43.65121797253777,-79.38355459932247,Coffee Shop
423,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,John & Sons Oyster House,43.65065642537144,-79.38161285228475,Seafood Restaurant
424,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Bulldog On The Block,43.65065218852629,-79.38414092873634,Coffee Shop
425,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Bosk at Shangri-La,43.649022736761516,-79.38582635521233,Asian Restaurant
426,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Canadian Opera Company,43.6506601893789,-79.38624169559013,Opera House
427,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Toronto PATH System,43.64990340698978,-79.3830527039004,General Travel
428,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Friendly Stranger - Cannabis Culture Shop,43.650386666114635,-79.38852348995324,Smoke Shop
429,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Pizzeria Libretto,43.64833354686235,-79.38511050184168,Pizza Place
430,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,John & Sons Oyster House,43.65060229830571,-79.38155510682869,Seafood Restaurant
431,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Lobby Lounge at the Shangri-La Toronto,43.64915499986854,-79.38654574367817,Lounge
432,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,JaBistro,43.64968685893743,-79.38809001547467,Sushi Restaurant
433,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
434,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Fune Japanese Restaurant,43.64851365544565,-79.38645657820041,Japanese Restaurant
435,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Maman,43.64830873804684,-79.38225333898805,Café
436,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Pumpernickel's Deli,43.64883150054619,-79.38197006345457,Deli / Bodega
437,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Sam James Coffee Bar (SJCB),43.64788137014028,-79.38433152836829,Café
438,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Nota Bene,43.6505120350372,-79.38813081159722,American Restaurant
439,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
440,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,King Taps,43.648475974183,-79.38205778358744,Gastropub
441,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Kojin,43.64939770725357,-79.38609106624851,Colombian Restaurant
442,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,The Burger's Priest,43.64864328298093,-79.38753876719665,Fast Food Restaurant
443,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Eggspectation Bell Trinity Square,43.65314383888587,-79.38198016678167,Breakfast Spot
444,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Brick Street Bakery,43.6488151631615,-79.38060468610949,Bakery
445,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Daily Press Juicery,43.65038785952372,-79.38879174332155,Juice Bar
446,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Pai,43.64792310735613,-79.38857932631602,Thai Restaurant
447,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Byblos Toronto,43.647615054171766,-79.3883810317138,Mediterranean Restaurant
448,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
449,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Canoe,43.647452066183476,-79.38132001815676,Restaurant
450,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Michael's on Simcoe,43.64826881661747,-79.38632821234134,Steakhouse
451,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Copacabana Grilled Brazilian,43.64833259480477,-79.3881514766071,Brazilian Restaurant
452,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Civello Salon & Spa,43.6500197743058,-79.38940017059696,Salon / Barbershop
453,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,HotBlack Coffee,43.65036434800487,-79.38866907575726,Coffee Shop
454,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Kupfert & Kim (First Canadian Place),43.64854659465186,-79.38162406470161,Gluten-free Restaurant
455,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Indigo,43.65351471121164,-79.38069591056922,Bookstore
456,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,deKEFIR,43.65043319523819,-79.37939324949957,Ice Cream Shop
457,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Pi Co.,43.648651,-79.385874,Pizza Place
458,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Burrito Boyz,43.6484455955513,-79.3879951787513,Burrito Place
459,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
460,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
461,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Roy Thomson Hall,43.6465886970634,-79.38597899374354,Concert Hall
462,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Royal Alexandra Theatre,43.647255,-79.38753,Theater
463,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
464,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,LUSH,43.653557,-79.3804,Cosmetics Shop
465,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Indigospirit,43.64834987590252,-79.38034747310336,Bookstore
466,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Dineen Coffee,43.650497,-79.378765,Café
467,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Textile Museum of Canada,43.65439630500274,-79.38650010906946,Art Museum
468,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Freshii,43.649273084327184,-79.38374831204301,Salad Place
469,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Topshop,43.65225092432807,-79.3802210071282,Women's Store
470,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Thai Island,43.64914597811404,-79.38379835292523,Thai Restaurant
471,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,iQ Food Co. (First Canadian Place),43.64835708519922,-79.38219241858727,Salad Place
472,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Starbucks,43.646731,-79.383951,Coffee Shop
473,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Astarté Fresh Yogurt Bar,43.647595917807365,-79.38641938975012,Café
474,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Leña,43.651722,-79.379205,Latin American Restaurant
475,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,HomeSense,43.6530533,-79.3794496,Furniture / Home Store
476,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Sunset Grill,43.65166162378037,-79.3790751303271,Breakfast Spot
477,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,The Adelaide Hotel Toronto,43.6498312,-79.3801639,Hotel
478,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Five Guys,43.6487987190222,-79.3816807899204,Burger Joint
479,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Yuzu No Hana,43.6483011115534,-79.3883359381972,Sushi Restaurant
480,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Cardio-Go,43.64701650155176,-79.38814275495332,Gym
481,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,First Canadian Place,43.64848212292913,-79.38244342803955,Building
482,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Loft404 Inspired Gatherings,43.64785142504536,-79.38948982526453,Event Space
483,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,SEPHORA,43.653688,-79.38012,Cosmetics Shop
484,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
485,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Bymark,43.647217284018005,-79.38125188166379,Restaurant
486,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,The Fifth & Terrace,43.649249809335,-79.38931975675418,Modern European Restaurant
487,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Ruby Thai (First Canadian Place),43.64909140219368,-79.38159990145141,Thai Restaurant
488,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,DoubleTree by Hilton,43.6546083,-79.3859415,Hotel
489,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Earls Kitchen & Bar,43.647945662980305,-79.3837058277153,Bar
490,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Roots,43.65361341708363,-79.38024401664734,Clothing Store
491,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Toronto Athletic Club,43.647359553534905,-79.3811766566002,Gym
492,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Ted Baker,43.65284284567131,-79.38032491863406,Clothing Store
493,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Prairie Girl Bakery,43.64833236397115,-79.38230492443054,Cupcake Shop
494,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Bardi's Steak House,43.64622,-79.383074,Restaurant
495,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Tim Hortons,43.6468622,-79.3825442,Coffee Shop
496,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Topman,43.652281488745565,-79.38001554865625,Clothing Store
497,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Momentos,43.64754799198248,-79.38891405541862,Nightclub
498,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Forno Cultura,43.648532894220665,-79.38253494049307,Bakery
499,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,DAVIDsTEA,43.64870748441956,-79.38155695796013,Tea Room
500,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Papyrus,43.64819540954937,-79.3813921854217,Gift Shop
501,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,David Pecaut Square,43.646743128025875,-79.38770055770874,Park
502,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Starbucks,43.646890531355616,-79.38187054975934,Coffee Shop
503,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,McEwan Foods,43.64716011126396,-79.38104402548048,Deli / Bodega
504,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Soup Nutsy,43.647857591711336,-79.38053285911379,Soup Place
505,"Richmond , Adelaide , King",43.65057120000001,-79.3845675,Druxy's,43.648015481211395,-79.37990651776452,Deli / Bodega
506,"Dufferin , Dovercourt Village",43.66900510000001,-79.4422593,The Greater Good Bar,43.669409,-79.439267,Bar
507,"Dufferin , Dovercourt Village",43.66900510000001,-79.4422593,Parallel,43.66951635632503,-79.43872770646192,Middle Eastern Restaurant
508,"Dufferin , Dovercourt Village",43.66900510000001,-79.4422593,Planet Fitness,43.66758797288865,-79.44257365441428,Gym / Fitness Center
509,"Dufferin , Dovercourt Village",43.66900510000001,-79.4422593,FreshCo,43.66791838591585,-79.44075425394298,Grocery Store
510,"Dufferin , Dovercourt Village",43.66900510000001,-79.4422593,Blood Brothers Brewing,43.66994369492681,-79.43653285503387,Brewery
511,"Dufferin , Dovercourt Village",43.66900510000001,-79.4422593,Happy Bakery & Pastries,43.66705039063128,-79.44179124412831,Bakery
512,"Dufferin , Dovercourt Village",43.66900510000001,-79.4422593,Nova Era Bakery,43.66988647609785,-79.43758190821525,Bakery
513,"Dufferin , Dovercourt Village",43.66900510000001,-79.4422593,The Sovereign,43.673115708192206,-79.44026498681781,Café
514,"Dufferin , Dovercourt Village",43.66900510000001,-79.4422593,Rehearsal Factory,43.66887675155326,-79.44360330056674,Music Venue
515,"Dufferin , Dovercourt Village",43.66900510000001,-79.4422593,TD Canada Trust,43.6679341,-79.4416984,Bank
516,"Dufferin , Dovercourt Village",43.66900510000001,-79.4422593,Food Basics,43.6668856311364,-79.44669127467023,Supermarket
517,"Dufferin , Dovercourt Village",43.66900510000001,-79.4422593,Rexall,43.667504,-79.442086,Pharmacy
518,"Dufferin , Dovercourt Village",43.66900510000001,-79.4422593,Shoppers Drug Mart,43.666745,-79.447446,Pharmacy
519,"Dufferin , Dovercourt Village",43.66900510000001,-79.4422593,Wallace Emerson Park,43.66693250395496,-79.4394486237563,Park
520,"Dufferin , Dovercourt Village",43.66900510000001,-79.4422593,Macedo,43.669505607786704,-79.4394486237563,Wine Shop
521,"Dufferin , Dovercourt Village",43.66900510000001,-79.4422593,North Of Brooklyn Pizzeria,43.669467,-79.439335,Pizza Place
522,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Harbourfront,43.639525632239106,-79.38068838052389,Neighborhood
523,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Roundhouse Park,43.64174513889102,-79.38427882922346,Park
524,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Maple Leaf Square,43.64292522840183,-79.38089182467687,Plaza
525,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Lake Ontario,43.63894493157648,-79.37966465950012,Lake
526,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Harbourfront Centre,43.63855578926675,-79.38319016270458,Performing Arts Venue
527,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,iQ Food Co,43.642851,-79.382081,Salad Place
528,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Real Sports Apparel,43.64285984835777,-79.38018363195047,Sporting Goods Shop
529,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Hotel
530,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Natrel Pond/Rink,43.6384313677662,-79.38252754335107,Skating Rink
531,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Longo's Maple Leaf Square,43.64251679604069,-79.38139301653129,Supermarket
532,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Harbour Square Park,43.63925269130776,-79.37839547902978,Park
533,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Ontario Square,43.63937829745867,-79.38209598496967,Plaza
534,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,BeaverTails,43.639736,-79.380068,Dessert Shop
535,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Le Germain Hotel,43.64312502979691,-79.38091770864038,Hotel
536,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,e11even,43.64242558687748,-79.38144094115985,New American Restaurant
537,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Boxcar Social,43.63831906511549,-79.38246311921247,Café
538,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Sharetea,43.640175967763966,-79.37960567018246,Bubble Tea Shop
539,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Miku,43.64137436,-79.37753063,Japanese Restaurant
540,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Lick It Gelato,43.63925633222479,-79.38464951914256,Ice Cream Shop
541,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,TELUS,43.64331243103257,-79.38099939294844,IT Services
542,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Evviva Restaurant,43.64157991761808,-79.38345644030795,Deli / Bodega
543,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Scotiabank Arena,43.64344617535107,-79.37903988889991,Basketball Stadium
544,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Delta Toronto Club Lounge,43.64308454373067,-79.38388489051405,Roof Deck
545,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,PawsWay,43.63859915782706,-79.38499178154079,Event Space
546,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Fleck Dance Theater,43.638300366812686,-79.3804699399247,Dance Studio
547,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Pearl Harbourfront,43.63815654013541,-79.38068763743328,Chinese Restaurant
548,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
549,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Taverna Mercatto,43.64262514139939,-79.38325673989138,Italian Restaurant
550,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Union Pearson Express,43.64436200658875,-79.38319927907953,Train Station
551,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Ripley's Aquarium of Canada,43.642104321965796,-79.38625159146146,Aquarium
552,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Aroma Espresso Bar,43.6423209103846,-79.38374932648954,Café
553,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Steam Whistle Brewing,43.641751628677554,-79.38708862583252,Brewery
554,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,The Power Plant,43.63827200397285,-79.38199390946676,Art Gallery
555,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,SOCO Kitchen+Bar,43.64303873929366,-79.38380850724118,Bistro
556,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Mos Mos,43.64163954520267,-79.3775517786762,Coffee Shop
557,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Sky Pod,43.64256148814412,-79.38703777833165,Scenic Lookout
558,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Ray Bay,43.642323,-79.38593,Aquarium
559,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Rogers Centre,43.64175329733295,-79.38714957057036,Baseball Stadium
560,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Corks Beer & Wine Bar,43.64249338656422,-79.38154042927468,Bar
561,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,CN Tower,43.642535570189125,-79.38718187733883,Monument / Landmark
562,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Dangerous Lagoon,43.64233,-79.385925,Aquarium
563,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,WVRST,43.64496809087762,-79.38137631843854,Beer Bar
564,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Labatt Breweries of Canada,43.63828189167837,-79.38037771487727,Brewery
565,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,RS - Real Sports,43.64255846521551,-79.37996506690979,Sports Bar
566,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Balzac's Coffee,43.644372584148364,-79.38306470027423,Coffee Shop
567,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Enwave Theatre,43.63863608843057,-79.38229942602973,Theater
568,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Toronto Railway Heritage Centre,43.64130010529897,-79.38588431405732,History Museum
569,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Tim Hortons,43.6387246,-79.3863403,Coffee Shop
570,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
571,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Joe Bird,43.6382035241723,-79.38035466343936,Fried Chicken Joint
572,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Pie Bar,43.63817355603517,-79.38054644461133,Pizza Place
573,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Lavazza Espression,43.63953746292591,-79.38176322686563,Coffee Shop
574,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Harbourfront Wavedecks,43.6389104293985,-79.38485064893273,Scenic Lookout
575,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Radisson Admiral Hotel Toronto-Harbourfront,43.6388472,-79.3855839,Hotel
576,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Kupfert & Kim,43.64117858582677,-79.37814448224783,Vegetarian / Vegan Restaurant
577,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Gonoe Sushi Japanese Restaurant,43.63901430970685,-79.38591360078077,Sushi Restaurant
578,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Buster's Sea Cove,43.642636994917666,-79.38337001427526,Seafood Restaurant
579,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Harbour 60 Toronto,43.64222021431867,-79.37794459004243,Steakhouse
580,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,World Café at Harbourfront Centre,43.63834730048568,-79.383045755058,Café
581,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Rainbow Reef,43.64226,-79.385994,Aquarium
582,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Steam Whistle's Biergarten,43.64066595472727,-79.38585895302366,Restaurant
583,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Canadian Waters,43.64210325443365,-79.3862534013201,Aquarium
584,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Starbucks,43.640257,-79.381731,Coffee Shop
585,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,The Rec Room,43.641109851662456,-79.38676279808568,Bar
586,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Amano Pasta,43.64491852117436,-79.38235777637108,Italian Restaurant
587,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Panago,43.64251764051932,-79.38359138522554,Pizza Place
588,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Amsterdam Brewhouse,43.63812210550607,-79.38480300808894,Brewery
589,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Dollarama,43.641765,-79.379589,Discount Store
590,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Sushi Shop,43.643485,-79.38096,Restaurant
591,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Starbucks,43.643485,-79.38096,Coffee Shop
592,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Union Chicken,43.64491185903613,-79.38232534702786,Fried Chicken Joint
593,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Subway,43.6397080530486,-79.38344130418051,Sandwich Place
594,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Redpath Stage,43.63876358449261,-79.38331731184844,Music Venue
595,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Hotel
596,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Starbucks,43.64265659071355,-79.3833577475679,Coffee Shop
597,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Iron Rose Tea Gallery,43.6400591104487,-79.38315167425998,Tea Room
598,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Glass Floor,43.642643117348996,-79.38694780301735,Scenic Lookout
599,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Indian Roti House,43.63906038875002,-79.38542224544638,Indian Restaurant
600,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,360 Restaurant,43.642537317144566,-79.38704201569328,Wine Bar
601,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Aroma Espresso Bar,43.64074017304165,-79.37847790115718,Coffee Shop
602,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,The Danish Pastry House,43.64526188121351,-79.38084966956498,Bakery
603,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Popeyes Louisiana Kitchen,43.639864,-79.381136,Fried Chicken Joint
604,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,WestJet Stage,43.63802210524934,-79.38353594515505,Music Venue
605,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Toronto Blue Jays Box Office,43.64241616569043,-79.38586232130253,Baseball Stadium
606,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Toronto Railway Museum,43.64074506722835,-79.38598104134535,History Museum
607,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,McCafé,43.644490691919735,-79.38110912246584,Café
608,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Winners,43.64206291678669,-79.37900143460836,Department Store
609,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,TD Canada Trust,43.64219452552069,-79.38084349036222,Bank
610,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Starbucks,43.644580752794965,-79.38167197782931,Coffee Shop
611,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Tim Hortons,43.63882773618699,-79.38037276268005,Coffee Shop
612,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,John Bassett Theatre,43.64249264289031,-79.38524254639685,Convention Center
613,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Jays Shop Stadium Edition,43.64172087102789,-79.38712659895614,Sporting Goods Shop
614,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Maple Leaf Cinema,43.64222083877541,-79.38764371750614,Indie Movie Theater
615,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Starbucks,43.64510181136508,-79.38360972232998,Coffee Shop
616,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,GoodLife Fitness Toronto Union Station,43.644336,-79.383625,Gym
617,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,The Chartroom Bar & Lounge,43.640485908474695,-79.37604353917551,Hotel Bar
618,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Starbucks,43.64099011203675,-79.37626361846924,Coffee Shop
619,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Piazza Manna,43.641460067165184,-79.37771914472566,Italian Restaurant
620,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,Kellys Landing,43.645081624120245,-79.38304962483915,Restaurant
621,"Harbourfront East , Union Station , Toronto Islands",43.6408157,-79.38175229999997,SportChek,43.642814842317044,-79.38040776035005,Sporting Goods Shop
622,"Little Portugal , Trinity",43.647926700000006,-79.4197497,Bellwoods Brewery,43.647097254598236,-79.41995537873463,Brewery
623,"Little Portugal , Trinity",43.647926700000006,-79.4197497,Pizzeria Libretto,43.64897862710277,-79.4206035669193,Pizza Place
624,"Little Portugal , Trinity",43.647926700000006,-79.4197497,OddSeoul,43.64619218474247,-79.4196014527498,Korean Restaurant
625,"Little Portugal , Trinity",43.647926700000006,-79.4197497,Bang Bang Ice Cream & Bakery,43.64624619920086,-79.41955285188536,Ice Cream Shop
626,"Little Portugal , Trinity",43.647926700000006,-79.4197497,Foxley Bistro,43.648642746283834,-79.42049525794245,Asian Restaurant
